State,County,Date,AQI,AQI_cat,co,ozone,no2,so2,wind,temp,humid,pressure,no
Alabama,Jefferson,2022-05-02,54,Moderate,0.213889,0.028745,7.633333499999999,0.55,7.36875,74.6520835,66.354167,996.0062499999999,3.9583333333333335
Alabama,Jefferson,2022-05-03,43,Good,0.20810499999999998,0.021274500000000002,6.5520835,0.38125000000000003,9.575,76.11458350000001,63.7083335,995.0979165,3.269246
Alabama,Jefferson,2022-05-04,53,Moderate,0.20958866666666667,0.026137333333333335,5.981249999999999,0.18427075,6.839582999999999,77.629167,62.9583335,995.8729165,1.6027776666666667
Alabama,Jefferson,2022-05-05,51,Moderate,0.18819450000000001,0.0264705,7.234375,0.21922950000000002,8.1,78.2541665,58.791667,993.3125,2.1368056666666666
Alabama,Jefferson,2022-05-11,74,Moderate,0.288134,0.03333333333333333,13.111051,0.5574534999999999,5.65,76.0166665,58.0625,999.425,10.144203000000001
Alabama,Jefferson,2022-05-14,48,Good,0.2159725,0.025980166666666665,8.0875,0.23645825,5.5854165,75.36875,60.1666665,993.65625,1.6347223333333334
Alabama,Jefferson,2022-05-15,52,Moderate,0.2527776666666667,0.03442166666666667,7.2208334999999995,0.096875,6.11875,74.6229165,61.25,992.4,3.4222223333333335
Alabama,Jefferson,2022-05-16,51,Moderate,0.14782616666666668,0.03582916666666667,5.241667,0.03020825,6.7125,74.41875,58.333333499999995,992.0583335,1.0125
Alabama,Jefferson,2022-05-18,72,Moderate,0.29975816666666666,0.04036833333333333,13.1125,0.892235,7.1916665,77.47916649999999,50.75,993.71875,7.158272666666667
Alabama,Jefferson,2022-05-19,61,Moderate,0.22032566666666667,0.039460666666666665,7.6791665,0.04166675,8.5729165,81.7666665,52.875,990.3812499999999,1.8264253333333333
Alabama,Jefferson,2022-05-20,51,Moderate,0.09305566666666668,0.03089216666666667,3.6160715000000003,0.10077625,10.452083,80.0020835,57.833333499999995,991.7708335,1.0686390000000001
Alabama,Jefferson,2022-05-21,50,Good,0.0875,0.029598333333333334,3.097917,0.20729175,8.529167,81.0354165,57.979166500000005,997.1791665000001,0.7375003333333333
Alabama,Jefferson,2022-05-22,51,Moderate,0.10694433333333334,0.028715833333333336,4.675000000000001,0.38645825,7.4166665,77.808333,61.3541665,998.9770834999999,0.901389
Alabama,Jefferson,2022-05-23,36,Good,0.08888883333333333,0.020892166666666667,4.3333335,0.043853500000000004,7.8604165,71.8375,76.25,996.183333,1.3944443333333334
Alabama,Jefferson,2022-05-24,57,Moderate,0.10763883333333334,0.020245333333333334,8.116666500000001,0.3697915,7.6708335000000005,71.36875,76.8125,995.477083,3.0166666666666666
Alabama,Jefferson,2022-05-25,30,Good,0.07083333333333333,0.023441166666666666,5.0770835000000005,0.05416675,9.83125,71.69791649999999,75.85416649999999,994.929167,1.5333329999999998
Alabama,Jefferson,2022-05-29,52,Moderate,0.2575,0.03771766666666666,7.5491665,0.41791675,6.8058335,74.22,57.6125,993.5679164999999,6.978611
